point_index,x,y,z,x_D,y_D,z_D,nutEq_true,nut_pred,error,relative_error,ID,ax,theta,z_original,ax_d,z_d,nut
149447,-584.5,-59.5,90.0,-4.638889,-0.4722222,0.71428573,4.3092556,0.8850479,-3.4242077,-0.794617,4,-579.5,0.0,90.0,-4.599206349206349,0.71428573,15.949683
149484,-630.0,-84.0,90.0,-5.0,-0.6666667,0.71428573,4.6294665,0.40565395,-4.2238126,-0.9123757,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,9.523183
149485,-630.0,-87.5,90.0,-5.0,-0.6944444,0.71428573,8.526815,0.58127975,-7.9455357,-0.9318292,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,11.974619
149486,-626.5,-87.5,90.0,-4.9722223,-0.6944444,0.71428573,5.8789105,1.0361252,-4.8427854,-0.82375556,4,-621.5,0.0,90.0,-4.932539682539683,0.71428573,17.571629
149531,-630.0,-28.0,90.0,-5.0,-0.22222222,0.71428573,4.2142754,0.9848223,-3.229453,-0.7663128,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,16.76748
149608,-630.0,-91.0,90.0,-5.0,-0.7222222,0.71428573,6.629292,0.54540634,-6.0838857,-0.9177278,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,11.415211
149674,-567.0,-59.5,90.0,-4.5,-0.4722222,0.71428573,4.414423,0.9698181,-3.4446049,-0.78030694,4,-562.0,0.0,90.0,-4.4603174603174605,0.71428573,16.89385
149695,-581.0,-59.5,90.0,-4.611111,-0.4722222,0.71428573,4.4586873,0.90131855,-3.5573688,-0.79785115,4,-576.0,0.0,90.0,-4.571428571428571,0.71428573,16.136692
149789,-630.0,105.0,90.0,-5.0,0.8333333,0.71428573,9.346887,0.9957657,-8.351121,-0.8934655,4,-625.0,3.141592653589793,90.0,-4.9603174603174605,0.71428573,17.127861
149912,-630.0,80.5,90.0,-5.0,0.6388889,0.71428573,4.00234,0.41387844,-3.5884614,-0.8965909,4,-625.0,3.141592653589793,90.0,-4.9603174603174605,0.71428573,9.70077
150004,-619.5,45.5,90.0,-4.9166665,0.3611111,0.71428573,4.7072797,0.9414692,-3.7658105,-0.7999972,4,-614.5,3.141592653589793,90.0,-4.876984126984127,0.71428573,16.5913
150090,-630.0,31.5,90.0,-5.0,0.25,0.71428573,5.460611,0.55363274,-4.906978,-0.8986134,4,-625.0,3.141592653589793,90.0,-4.9603174603174605,0.71428573,11.854459
150137,-630.0,77.0,90.0,-5.0,0.6111111,0.71428573,5.105701,0.458313,-4.647388,-0.91023505,4,-625.0,3.141592653589793,90.0,-4.9603174603174605,0.71428573,10.36103
150193,-623.0,45.5,90.0,-4.9444447,0.3611111,0.71428573,4.479544,0.90624905,-3.573295,-0.7976917,4,-618.0,3.141592653589793,90.0,-4.904761904761905,0.71428573,16.186617
150196,-623.0,49.0,90.0,-4.9444447,0.3888889,0.71428573,4.8676686,0.7766361,-4.0910325,-0.8404501,4,-618.0,3.141592653589793,90.0,-4.904761904761905,0.71428573,14.7863865
150280,-619.5,49.0,90.0,-4.9166665,0.3888889,0.71428573,5.1592884,0.778841,-4.3804474,-0.849041,4,-614.5,3.141592653589793,90.0,-4.876984126984127,0.71428573,14.826151
150307,-630.0,35.0,90.0,-5.0,0.2777778,0.71428573,4.6024246,0.5167408,-4.085684,-0.8877242,4,-625.0,3.141592653589793,90.0,-4.9603174603174605,0.71428573,11.19175
150456,-626.5,-14.0,90.0,-4.9722223,-0.11111111,0.71428573,4.721123,0.4814577,-4.2396655,-0.8980205,4,-621.5,0.0,90.0,-4.932539682539683,0.71428573,11.16028
150457,-630.0,-14.0,90.0,-5.0,-0.11111111,0.71428573,9.374705,0.49636078,-8.878345,-0.9470532,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,11.380983
150463,-626.5,-10.5,90.0,-4.9722223,-0.083333336,0.71428573,6.4482,0.5620527,-5.8861475,-0.9128357,4,-621.5,0.0,90.0,-4.932539682539683,0.71428573,12.139831
150464,-630.0,-10.5,90.0,-5.0,-0.083333336,0.71428573,11.844055,0.61103916,-11.233016,-0.9484096,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,12.756083
150730,-630.0,-3.5,90.0,-5.0,-0.027777778,0.71428573,7.1791477,0.6218252,-6.5573225,-0.91338456,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,12.957756
150914,-626.5,-7.0,90.0,-4.9722223,-0.055555556,0.71428573,5.510903,0.5636215,-4.9472814,-0.8977261,4,-621.5,0.0,90.0,-4.932539682539683,0.71428573,12.221622
150915,-630.0,-7.0,90.0,-5.0,-0.055555556,0.71428573,10.296815,0.7197428,-9.577072,-0.93010044,4,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,14.202118
156011,-630.0,-595.0,90.0,-5.0,-4.7222223,0.71428573,3.7816079,0.28161812,-3.4999897,-0.92552954,3,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,10.126227
157086,-630.0,-357.0,90.0,-5.0,-2.8333333,0.71428573,6.032636,0.7065077,-5.3261285,-0.88288575,3,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,15.541973
157108,-630.0,-364.0,90.0,-5.0,-2.8888888,0.71428573,5.747537,0.6363363,-5.111201,-0.8892854,3,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,14.372115
157460,-630.0,-427.0,90.0,-5.0,-3.3888888,0.71428573,5.730831,0.8386364,-4.8921947,-0.8536624,3,-625.0,0.0,90.0,-4.9603174603174605,0.71428573,17.535915
