point_index,x,y,z,x_D,y_D,z_D,nut,nutEq_true,nut_pred,delta_nut_true,delta_nut_pred,delta_error,relative_error,ID,ax,theta,z_original,ax_d,z_d
125839,1498.0,0.0,758.2005,11.888889,0.0,6.017464,33.870377,1.4548506,-0.6348419,-32.415527,-34.50522,-2.0896912,0.06446575,1,1503.0,-1.5707963267948966,758.2005,11.928571428571429,6.017464
125840,1470.0,0.0,758.1964,11.666667,0.0,6.0174317,33.86981,1.4713334,-0.64022064,-32.398476,-34.51003,-2.1115532,0.06517446,1,1475.0,-1.5707963267948966,758.1964,11.706349206349206,6.0174317
125842,1554.0,-2.6645353e-15,813.709,12.333333,-2.1147106e-17,6.458008,31.827644,1.2941,-1.0857506,-30.533545,-32.913395,-2.3798504,0.07794216,1,1559.0,-1.5707963267948966,813.709,12.373015873015873,6.458008
125843,1582.0,-8.881784e-16,813.70856,12.555555,-7.0490355e-18,6.4580045,31.869783,1.3236369,-1.0739384,-30.546146,-32.94372,-2.3975754,0.07849027,1,1587.0,-1.5707963267948966,813.70856,12.595238095238095,6.4580045
125844,1526.0,0.0,813.7115,12.111111,0.0,6.458028,31.798727,1.2598419,-1.0968914,-30.538885,-32.89562,-2.3567333,0.07717156,1,1531.0,-1.5707963267948966,813.7115,12.15079365079365,6.458028
125845,1498.0,0.0,813.7115,11.888889,0.0,6.458028,31.783705,1.2250856,-1.1072521,-30.558619,-32.890957,-2.3323383,0.07632342,1,1503.0,-1.5707963267948966,813.7115,11.928571428571429,6.458028
125846,1470.0,-2.6645353e-15,813.70856,11.666667,-2.1147106e-17,6.4580045,31.782927,1.1936282,-1.1166973,-30.589298,-32.899624,-2.3103256,0.07552725,1,1475.0,-1.5707963267948966,813.70856,11.706349206349206,6.4580045
125847,1554.0,8.881784e-16,841.46704,12.333333,7.0490355e-18,6.67831,33.782524,1.9480451,-1.1171608,-31.834478,-34.899685,-3.0652065,0.096285746,1,1559.0,-1.5707963267948966,841.46704,12.373015873015873,6.67831
125848,1582.0,-8.881784e-16,841.4667,12.555555,-7.0490355e-18,6.678307,33.781273,1.9446425,-1.1093788,-31.83663,-34.89065,-3.0540218,0.095927924,1,1587.0,-1.5707963267948966,841.4667,12.595238095238095,6.678307
125849,1526.0,-8.881784e-16,841.46704,12.111111,-7.0490355e-18,6.67831,33.783764,1.933005,-1.1250458,-31.85076,-34.90881,-3.0580502,0.09601185,1,1531.0,-1.5707963267948966,841.46704,12.15079365079365,6.67831
125850,1498.0,0.0,841.46704,11.888889,0.0,6.67831,33.78499,1.9108801,-1.1330261,-31.874107,-34.918015,-3.0439072,0.0954978,1,1503.0,-1.5707963267948966,841.46704,11.928571428571429,6.67831
125851,1470.0,0.0,841.4664,11.666667,0.0,6.6783047,33.786198,1.8898273,-1.141098,-31.89637,-34.927296,-3.0309258,0.09502416,1,1475.0,-1.5707963267948966,841.4664,11.706349206349206,6.6783047
125852,1554.0,1.7763568e-15,869.22253,12.333333,1.4098071e-17,6.8985915,33.315105,1.1722589,-1.3398781,-32.142845,-34.654984,-2.5121384,0.07815544,1,1559.0,-1.5707963267948966,869.22253,12.373015873015873,6.8985915
