Q,Rrr,Rrt,Rtt,Rxr,Rxt,Rxx,Ur,Ut,Ux,k,nut,p,vort_r,vort_t,vort_ax,ax,rho,theta
0.0012320910031310185,0.44336393361257986,0.21422916187639274,0.5028002916680242,0.20620751546918945,0.6466275970431701,0.4461231452464749,0.10685640413310155,0.29786295669999024,0.42406575060333507,0.4866527414035706,0.47217907156042654,0.10881586284058618,0.1370710604284976,0.057637505988438045,0.02124910789867939,0.8111071676520573,0.6320500847749839,0.9999999730047497
