loss,mae,rmse,val_loss,val_mae,val_rmse,val_phys_r2,val_phys_mae,val_phys_rmse,val_phys_bias,val_phys_p95_ae,val_phys_p99_ae,val_phys_max_ae,val_negative_pred_pct,val_pred_min,val_pred_max,val_tail_ge_5_count,val_tail_ge_5_mae,val_tail_ge_5_rmse,val_tail_ge_5_r2,val_tail_ge_10_count,val_tail_ge_10_mae,val_tail_ge_10_rmse,val_tail_ge_10_r2,val_tail_ge_15_count,val_tail_ge_15_mae,val_tail_ge_15_rmse,val_tail_ge_15_r2,lr
0.901625394821167,0.3163006007671356,0.4635782837867737,0.45739200711250305,0.1740168035030365,0.26871204376220703,0.8754980714977931,0.8951217186195308,1.3476580559561067,0.3323555096737749,2.697496112436056,4.600907637178905,18.618143320083618,1.5726974626723123,-0.8377640470862389,14.350202560424805,8098,1.3870841806202827,1.9830987891737852,0.42525773074674544,2180,2.082100420872416,2.967391667683595,-1.3665972706854554,176,5.53197281062603,6.576377517343768,-13.715298559315258,0.00015
0.5324572324752808,0.21450050175189972,0.3057706654071808,0.42240914702415466,0.1562805026769638,0.24945898354053497,0.8950687557435122,0.7798058881358563,1.2372118863893244,0.2755000962053293,2.5983599424362183,4.310851114988329,17.539132118225098,3.829868517398364,-0.8872588872909546,15.132201194763184,8098,1.3189540393834542,1.8475090398931517,0.5011642346649161,2180,1.7868314208548277,2.6137051577635027,-0.8360639490076047,176,4.520125669511882,5.740657409444766,-10.212923668918755,0.00015
0.4748368263244629,0.1904871165752411,0.2781085669994354,0.3857654631137848,0.1427256017923355,0.22955657541751862,0.9130433315443924,0.6950380131664003,1.1262715625178505,0.05091935296633579,2.3042635917663574,3.9991752982139603,17.811260223388672,8.197765114131993,-1.2473180517554283,14.613723754882812,8098,1.2229906021453958,1.785857150397139,0.5339013193289529,2180,1.640788665530085,2.5160828715527614,-0.7014707834829939,176,4.60686995563182,5.647662456758175,-9.852581871414662,0.00015
0.43551692366600037,0.17407500743865967,0.25813931226730347,0.3819825053215027,0.16231781244277954,0.2269209623336792,0.9161492667123947,0.7586264013782662,1.1059744775442069,-0.26913952610641007,2.1617313623428345,3.814412233233462,16.5418062210083,26.901403966763237,-1.4994518980383873,15.779642105102539,8098,1.1909487212882217,1.67543048888089,0.5897606945161171,2180,1.5487536887919964,2.269861844724744,-0.3847566609238766,176,3.6116864885288207,4.85207615722953,-7.010337668233916,0.00015
0.4022579491138458,0.16073882579803467,0.24015867710113525,0.3571678102016449,0.1367790699005127,0.2117651253938675,0.928642930644105,0.6401569526867001,1.0202583904994345,-0.03625186138120848,2.1383748054504395,3.7289071381092076,14.535760879516602,9.655853045111586,-1.9244956970214844,16.24919605255127,8098,1.086159897408312,1.5062826441981776,0.668413085331061,2180,1.3038667790625627,1.868627544185868,0.061530622631831955,176,2.8103929678062824,3.8124679095930554,-3.945474873450314,0.00015
0.37851616740226746,0.1512286514043808,0.22760598361492157,0.3117719888687134,0.11642934381961823,0.18147234618663788,0.9465695914577695,0.5567149213674804,0.8828479642376452,0.09091640471095909,1.8275487385690212,3.1501127958297754,15.288620948791504,6.53911050269014,-1.3524732813239098,17.164219856262207,8098,0.9801243685469231,1.369654919693642,0.7258383133512653,2180,1.1880437431566486,1.7297483788213945,0.19584368264228458,176,2.3769677213647147,3.4933806184689216,-3.1522875278850524,0.00015
0.35685503482818604,0.14365634322166443,0.2149452269077301,0.29917487502098083,0.11166735738515854,0.17362642288208008,0.9505167767374191,0.5367384316880149,0.8496120493720203,-0.0020008291259698114,1.7863739728927612,2.9947497367858897,14.986421585083008,11.613765878195537,-1.5763190016150475,17.413156509399414,8098,0.9215617248589285,1.28900640067153,0.7571743346403345,2180,1.0770708498468093,1.5748473959055702,0.33342109299388234,176,2.265978478572585,3.2742705481131713,-2.6477471715532968,0.00015
0.33987390995025635,0.13636714220046997,0.2056799679994583,0.2907377779483795,0.11284920573234558,0.16929328441619873,0.9519259334059397,0.5667525603523474,0.8374272770507349,-0.16871355544499048,1.7088654041290283,2.884466123580937,14.703393936157227,7.73614338925854,-1.8455891609191895,17.917662620544434,8098,0.8887039993347273,1.2589157407078873,0.7683790881094472,2180,1.1235261749715433,1.621271553710856,0.2935423389036933,176,1.8388108353723178,3.0009341355899246,-2.0641394997185873,0.00015
0.3267078995704651,0.13134318590164185,0.19852115213871002,0.27845844626426697,0.10719616711139679,0.161343052983284,0.9534499610989964,0.5754521561238686,0.8240464572072574,0.23465010469563094,1.6447738409042358,2.700843000411999,14.066370010375977,4.931393460889497,-0.9192781671881676,17.227638244628906,8098,0.8287947456589168,1.1741571523429644,0.7985177020130808,2180,1.019327256189437,1.4885388015017038,0.4044819447389083,176,2.0445807345888833,2.996384521386722,-2.054855667095524,0.00015
0.31493082642555237,0.12742650508880615,0.19189737737178802,0.2750702500343323,0.10152796655893326,0.1609983891248703,0.9575560632856208,0.48479809506223603,0.7868636835686034,0.09632938614881006,1.6257872581481934,2.969292967766535,12.746278762817383,5.943777657508517,-1.4346134886145592,19.177887558937073,8098,0.8542641779910739,1.2153495352755654,0.784132710629134,2180,0.9622095734086058,1.4179346553645649,0.4596352037346383,176,1.6591173125938936,2.477153957636757,-1.0878611085653658,0.00015
