Q,Ur,Ut,Ux,k,nut,p,ax,rho,theta
0.006340433564730354,0.11018989918982067,0.514171393289285,0.7135823208359274,0.5515708886404218,0.5330945399719452,0.12834348168767615,0.9791488290761674,0.6936512315028812,0.999999972693709
