Q,Ux,Uy,Uz,k,nut,p,x,y,z
0.006618009956281483,0.6816198546212862,0.08763395246638736,0.06076179644854907,0.6140124095291988,0.4303487066015571,0.15911068968392492,0.9999999788611776,0.3082512797429258,0.21110795601656904
