epoch,loss,mae,rmse,val_loss,val_mae,val_negative_pred_pct,val_phys_bias,val_phys_mae,val_phys_max_ae,val_phys_p95_ae,val_phys_p99_ae,val_phys_r2,val_phys_rmse,val_pred_max,val_pred_min,val_rmse,val_tail_ge_10_count,val_tail_ge_10_mae,val_tail_ge_10_r2,val_tail_ge_10_rmse,val_tail_ge_15_count,val_tail_ge_15_mae,val_tail_ge_15_r2,val_tail_ge_15_rmse,val_tail_ge_5_count,val_tail_ge_5_mae,val_tail_ge_5_r2,val_tail_ge_5_rmse
0,0.9924111366271973,0.32890862226486206,0.5676054954528809,0.3506540358066559,0.14051182568073273,5.780961616667188,0.30697692696535556,0.9323692020093236,14.157832503318787,2.9011967845261095,4.403156344890595,0.8193043996221865,1.3458840653108155,10.536240220069885,-2.4743423461914062,0.20085929334163666,902,2.971141881241304,-5.885271599614319,3.529495079220424,25,7.7389240741729735,-48.84097886074991,7.946362280914707,7088,1.353252721959868,0.1421759460199402,1.836413625211124
1,0.41808444261550903,0.1815849393606186,0.24354523420333862,0.3310341238975525,0.1256541907787323,18.121813119779773,-0.19979975343718628,0.8164693135545911,14.389713644981384,2.704927635192871,4.478535640239715,0.8443378685647105,1.2491809381946888,11.32914924621582,-1.9629936218261719,0.18765778839588165,902,3.1370072807133726,-6.843680973499584,3.7671421063381647,25,7.884654626846314,-50.65565501991285,8.089729793809646,7088,1.4547514319619559,-0.004658385746062255,1.9873785729685896
2,0.3735187351703644,0.1584075689315796,0.2174617201089859,0.3205777406692505,0.12142303586006165,5.396189820752651,0.23175379303948343,0.7667213281733605,13.06537663936615,2.6444239735603317,4.269604806900024,0.8602452287473904,1.1836333244784307,11.771136283874512,-1.7927951808087528,0.18097303807735443,902,2.4483699085327184,-4.3026011742590455,3.0973945112078183,25,6.7226371002197265,-36.914646670955214,6.930723705866948,7088,1.3159424496507692,0.2024650839321065,1.7707051447336217
3,0.35039082169532776,0.1461990475654602,0.2035697102546692,0.310389906167984,0.11800719797611237,18.56289298338912,-0.2077116006120564,0.7375903846339195,13.93201196193695,2.5251040510833263,4.218479177951813,0.8687291101964496,1.1471443663715017,11.32175588607788,-1.7144886702299118,0.1749875396490097,902,2.8307855832669264,-5.4055066037792106,3.404307520624092,25,7.193054904937744,-42.5904579736603,7.431402690581654,7088,1.3595898926529244,0.11649185896297154,1.863702870702184
4,0.3333163261413574,0.1367870271205902,0.1936323046684265,0.29880639910697937,0.10694091767072678,3.9446929646197644,0.22527654268995134,0.7015407735400361,11.791613936424255,2.5385501928627487,4.1227923059463505,0.8768579147749481,1.1110589799295194,12.29243516921997,-1.7738165850751102,0.1682385504245758,902,2.2279653536886834,-3.5793833356532527,2.8784291377199263,25,6.255101451873779,-32.093189820728774,6.475068909048643,7088,1.2608092630767636,0.25896091718284675,1.7068366242183812
5,0.31847065687179565,0.12906211614608765,0.18546003103256226,0.2860638499259949,0.10008867084980011,13.276191072043044,-0.16390276829399486,0.6442158687314025,13.502555251121521,2.3378652572631817,4.092719459533692,0.887480398557471,1.0620573154273143,11.451167106628418,-1.4821414947509766,0.16104218363761902,902,2.657669477470368,-4.949567053505664,3.2809130755615987,25,7.151202716827393,-42.18665509403172,7.396901977620247,7088,1.2668311196562223,0.2070784250936335,1.76557639471974
6,0.3063962757587433,0.1249389797449112,0.1796806901693344,0.2843035161495209,0.11391822248697281,28.613883066912756,-0.238584658796794,0.734909871084542,9.98962152004242,2.397247505187988,3.974544949531557,0.8835105402667938,1.0806303920520628,12.982481002807617,-1.3823497290723026,0.16346272826194763,902,2.288527865953992,-3.182806209757941,2.7509703820139304,25,5.491388854980468,-24.198313940124507,5.650160967723239,7088,1.2259982001229737,0.3109299325975805,1.6458986492585046
7,0.29187679290771484,0.11866644024848938,0.17216359078884125,0.27712783217430115,0.11718442291021347,3.9540776425688993,0.3348892695586135,0.7288221524181925,12.439300894737244,2.162977004051208,3.648638072013856,0.8898913163112183,1.0506175411427543,12.861687660217285,-1.4388029570691288,0.16178588569164276,902,2.001422883434729,-3.260866494147397,2.7765212770833485,25,6.77820583820343,-37.8389859264696,7.014698680875706,7088,1.1837964961978,0.32572034694199603,1.6281387911430978
8,0.2790583074092865,0.11434829235076904,0.1658797711133957,0.24826423823833466,0.0887468159198761,10.057246535489723,-0.020669514153477227,0.5677635565877601,11.226191878318787,2.0052029132843,3.474003019332886,0.9143138031571035,0.926806979606632,12.978959083557129,-1.6472764015197754,0.14026272296905518,902,1.8362959445414946,-2.380291209356739,2.4730283818320453,25,6.067647628784179,-30.47045659285264,6.314320202479702,7088,1.1001781525624343,0.4165208608759281,1.5145515616047662
9,0.2677510380744934,0.11023852229118347,0.1608477681875229,0.24066495895385742,0.09249410778284073,16.588982388087715,-0.20573958669371986,0.5876895598407217,11.489129424095154,1.9588597297668442,3.5058426785469057,0.9168555081670495,0.9129575904692273,15.15831184387207,-0.9273495674133301,0.13801224529743195,902,1.979633353782731,-2.690009609825233,2.5838410351526537,25,6.099931111335755,-31.522972859183874,6.41904171164862,7088,1.0771979006421468,0.412709947675039,1.5194895536744168
10,0.2559216022491455,0.10601971298456192,0.15514574944972992,0.2268192619085312,0.08318259567022324,6.997841524071699,-0.03938694090597244,0.5389934383345918,10.063402533531189,1.85421289205551,3.2377146434783937,0.9263459315843946,0.8592751109252145,13.954755783081055,-1.1437523365020752,0.12923166155815125,902,1.6309001539356824,-1.5739446434852398,2.1580010111894157,25,5.201862468719482,-22.00972212316511,5.399216799146443,7088,0.9852840466283969,0.5226810010699969,1.3698586514833242
11,0.24712114036083221,0.1040157750248909,0.1520663946866989,0.21835064888000488,0.08082398772239685,5.730910000938468,0.08018738967870141,0.5125493869462238,11.3080552816391,1.7441162705421447,3.0453345513343812,0.9317351562400036,0.8272416885120408,14.230746269226074,-0.9694426055066288,0.12581653892993927,902,1.6338543999618014,-1.7509339361632263,2.2309617433443396,25,5.5200514268875125,-24.879717410720716,5.726046154882238,7088,0.9532770086815623,0.5494358244978175,1.3309131781278924
12,0.235673725605011,0.0998932495713234,0.14623795449733734,0.21856588125228882,0.08984304964542389,2.5714017580630024,0.28730664810357376,0.5813435100737818,9.487160086631775,1.8206939578056327,3.1567001652717592,0.9238422940589293,0.8737572430672974,14.09990406036377,-0.9561870093457401,0.13151007890701294,902,1.2964652491745823,-0.7812833636585292,1.7952235985551226,25,4.704993443489075,-18.016378071394005,4.9083890774984535,7088,0.9215598869953161,0.6020704715300911,1.2507614289656657
13,0.22808071970939636,0.09781084954738617,0.14383113384246826,0.20414629578590393,0.08047658205032349,5.637063221447117,0.12015226799882388,0.5170634825251642,10.84539258480072,1.7062144398689247,2.933400220870972,0.9363149484888177,0.7990107351121648,14.066330909729004,-1.0324026346206665,0.12128469347953796,902,1.4340970516865639,-1.196986783989935,1.9937273418705994,25,5.001744847297669,-20.71972528018572,5.245685427647657,7088,0.9318429409551475,0.5866514446668505,1.2747634661307694
14,0.21985934674739838,0.09572108834981918,0.14060255885124207,0.1979023516178131,0.08072657883167267,14.39609597397316,-0.2691914231618656,0.5247067864119952,11.088749289512634,1.623453569412228,2.934994478225708,0.937468220297591,0.7917430444081051,14.071128845214844,-1.2243680357933044,0.11966196447610855,902,1.7997165503034043,-1.7768780711996999,2.2414571870670996,25,5.353333683013916,-23.12281557009321,5.528267860108441,7088,0.9276734941447716,0.5841249876237795,1.2786533174562664
15,0.21188002824783325,0.09376592934131622,0.13741666078567505,0.1912105679512024,0.0840250551700592,16.764163043138236,-0.0751144766427776,0.553003269057876,10.473597884178162,1.6186420254409306,2.8075277461856607,0.9380791275746517,0.7878660659063764,14.24980354309082,-0.6419481635093689,0.11730684340000153,902,1.3417437258455283,-0.8494894197710203,1.829270657866088,25,4.0276800775527954,-14.020812021742667,4.3623628377527455,7088,0.823891744413882,0.6637970679587293,1.1496672093631402
16,0.2042149007320404,0.09102568030357361,0.13423341512680054,0.185310497879982,0.07433472573757172,12.947727343823317,-0.07676815172536021,0.5097570090135312,9.903895735740662,1.6229138612747185,2.971009554862977,0.9379669407140306,0.7885794620387,15.558545351028442,-1.5526378154754639,0.11560368537902832,902,1.3355279936147502,-0.8325208464152722,1.8208597857366495,25,2.6402333307266237,-8.534953706517193,3.4756366956703295,7088,0.8919247950944463,0.599626660688553,1.2545962106964679
