time,Ct
0.04,0.055036576581061224
0.08,0.09127857987265305
0.12,0.09007162711020408
0.16,0.08900338063999999
0.2,0.08805090811673469
0.24,0.08724000429795918
0.28,0.08658245895999998
0.32,0.08606337827102041
0.36,0.08567114024734694
0.4,0.08539487976408162
0.44,0.08523234096897958
0.48,0.0851634831910204
0.52,0.08519220017387755
0.56,0.08525323640734693
0.6,0.08539931081795918
0.64,0.08555842531673469
0.68,0.0857591848
0.72,0.08598295441959183
0.76,0.08621554952571428
0.8,0.08645331296653061
0.84,0.0867097141232653
0.88,0.08697112420489796
0.92,0.08721994815673469
0.96,0.08747176927836733
1.0,0.08773298344408163
1.04,0.0879737861232653
1.08,0.08824063278612244
1.12,0.08846944779755102
1.16,0.08872116146204082
1.2,0.08895189180244897
1.24,0.08918659886122449
1.28,0.08941104021224489
1.32,0.0896302321077551
1.36,0.08983661362285714
1.4,0.09003872398285713
1.44,0.09022708808163264
1.48,0.09040332053632652
1.52,0.09056123399183673
1.56,0.09070207262530611
1.6,0.09081191265306122
1.64,0.09091127529142856
1.68,0.09095715151836734
1.72,0.09097503257061225
1.76,0.09094686552734693
1.8,0.09086677087265306
1.84,0.09073178853061223
1.88,0.09052458480163264
1.92,0.0902496361542857
1.96,0.08993298296734693
2.0,0.08953524103346938
2.04,0.08908141184734693
2.08,0.08858333813387755
2.12,0.08804841607591836
2.16,0.0874877504710204
2.2,0.0869342160187755
2.24,0.08636284686612244
2.28,0.08584949730448979
2.32,0.08535883850612244
2.36,0.08491852039836735
2.4,0.08453569536897958
2.44,0.0842121853877551
2.48,0.0839538440277551
2.52,0.08376810940244897
2.56,0.08362336462448978
2.6,0.08352505015183673
2.64,0.08347703931755102
2.68,0.0834613570742857
2.72,0.08349090870367347
2.76,0.08351517960653061
2.8,0.08359352329795917
2.84,0.08365553686530611
2.88,0.08374029600816327
2.92,0.08383731599346939
2.96,0.0839278679322449
3.0,0.08402303077632653
3.04,0.08412402635836734
3.08,0.08422397005387754
3.12,0.08431916661632652
3.16,0.08440517602204081
3.2,0.08450441612816326
3.24,0.08458174149959184
3.28,0.08469361869795917
3.32,0.08474962933795917
3.36,0.0848398760710204
3.4,0.08491012487510204
3.44,0.08498355641714285
3.48,0.08504310932408163
3.52,0.08510034309795918
3.56,0.0851454684832653
3.6,0.08518725201387754
3.64,0.08522257716489795
3.68,0.08525432671510204
3.72,0.08526621701306122
3.76,0.08527249330367347
3.8,0.08525821847673469
3.84,0.0852693322342857
3.88,0.08521853793959183
3.92,0.08518147548163264
3.96,0.08513904951265305
4.0,0.08507548894448978
4.04,0.08500089859591836
4.08,0.08490390852897958
4.12,0.08478922773632652
4.16,0.08468829023020408
4.2,0.0845625261110204
4.24,0.08442703231918366
4.28,0.08428894855918367
4.32,0.08414741241142856
4.36,0.08400445473142856
4.4,0.08387370909795917
4.44,0.0837301607942857
4.48,0.08362070715918367
4.52,0.08350571544489796
4.56,0.08340183644408163
4.6,0.08331186926693877
4.64,0.08323207542938775
4.68,0.08316718264816325
4.72,0.0831257683420408
4.76,0.08307879150693877
4.8,0.08304227524571428
4.84,0.08301800295918367
4.88,0.08300102887918367
4.92,0.08300575043183674
4.96,0.08298674627836734
5.0,0.08301068978693876
5.04,0.08300754344734694
5.08,0.08301878796408163
5.12,0.08303931628408164
5.16,0.08305446497959183
5.2,0.08307157832163264
5.24,0.08309137857306122
5.28,0.08311223810285713
5.32,0.08313259213224489
5.36,0.08314097051183673
5.4,0.08316358259183673
5.44,0.0831692064865306
5.48,0.08320931927591836
5.52,0.08319781793469387
5.56,0.08321933116163265
5.6,0.08322648412897958
5.64,0.08323860264979592
5.68,0.08324276072489795
5.72,0.08324487158040816
5.76,0.08323911320979592
5.8,0.08323712526204081
5.84,0.08323122138448978
5.88,0.08322890881387755
5.92,0.08321441809306122
5.96,0.08319896031510203
6.0,0.08316923985959183
6.04,0.0831746575110204
6.08,0.08313215536653061
6.12,0.08310741172163265
6.16,0.08308872901795918
6.2,0.08305932495836733
6.24,0.0830288486432653
6.28,0.08298914315346938
6.32,0.08294494133795917
6.36,0.08291853261306122
6.4,0.08287779767836734
6.44,0.08283430458448979
6.48,0.0827955685697959
6.52,0.08275542221714285
6.56,0.08271591727428572
6.6,0.08268154317959182
6.64,0.08264042983346938
6.68,0.08262341762530612
6.72,0.08259208384979591
6.76,0.08256421028408163
6.8,0.08253873324081631
6.84,0.082514039597551
6.88,0.08249671381306121
6.92,0.0824908343232653
6.96,0.08246965135836734
7.0,0.08245213992081632
7.04,0.08244070853061225
7.08,0.08242830007836735
7.12,0.08243170462285714
7.16,0.08240762239265305
7.2,0.08242534045714285
7.24,0.08241080958122449
7.28,0.08240760257795918
7.32,0.08241096457061224
7.36,0.08240943465632652
7.4,0.08240920795918366
7.44,0.08240761080081632
7.48,0.08240919995020407
7.52,0.0824074638065306
7.56,0.0823965953877551
7.6,0.08239886077387755
7.64,0.0823856155322449
7.68,0.08240542817469387
7.72,0.08237577729714285
7.76,0.08238075480734693
7.8,0.08237028759510204
7.84,0.08236716355591836
7.88,0.0823582538865306
7.92,0.08234767554367346
7.96,0.08233158589959183
8.0,0.08232039426693877
8.04,0.08230664607020408
8.08,0.08229958178693877
8.12,0.08228097329306121
8.16,0.08226479050857143
8.2,0.0822370065420408
8.24,0.08224506626285714
8.28,0.08220877207183673
8.32,0.08219175679918367
8.36,0.08218153515918367
8.4,0.08216474332897959
8.44,0.08214780939591837
8.48,0.08212313631510204
8.52,0.08209686200653062
8.56,0.08208873987755101
8.6,0.08206901019020407
8.64,0.08204539604081632
8.68,0.08202902715836735
8.72,0.08200941079510203
8.76,0.08199178058612244
8.8,0.08197695893306121
8.84,0.08195555599836733
8.88,0.08195446890530612
8.92,0.08193784276897959
8.96,0.08192499933306122
9.0,0.08191121735183672
9.04,0.08189588735265306
9.08,0.0818871770220408
9.12,0.08188630484979592
9.16,0.08186930455183673
9.2,0.08185397644816325
9.24,0.08184331322122448
9.28,0.08182943739591836
9.32,0.08182952848734694
9.36,0.08180217889469388
9.4,0.08181593447591837
9.44,0.08179475818204081
9.48,0.08178535315428571
9.52,0.08178002410204081
9.56,0.08177076657551019
9.6,0.08176293782612244
9.64,0.08175203448408164
9.68,0.0817445452832653
9.72,0.08173262601387755
9.76,0.08171394176163264
9.8,0.08170707732571429
9.84,0.08168492479918367
9.88,0.08169503447755103
9.92,0.0816572827820408
9.96,0.08165588748489795
10.0,0.08163701155183672
10.04,0.0816280046710204
10.08,0.08161327531510203
10.12,0.08159711245534693
10.16,0.08157690788604081
10.2,0.08156127018938775
10.24,0.0815437797230204
10.28,0.0815341995404898
10.32,0.08151318628734694
10.36,0.08149564532857143
10.4,0.08146748391436735
10.44,0.0814750129347755
10.48,0.08143802811191836
10.52,0.08142247389967346
10.56,0.0814127124132245
10.6,0.08139883194146938
10.64,0.0813847499562449
10.68,0.08136263413632652
10.72,0.08133994652310203
10.76,0.08133509897714285
10.8,0.08131961509967346
10.84,0.08129889319893878
10.88,0.08128709926906122
10.92,0.08127024340122449
10.96,0.08125635513436734
11.0,0.08124367991355101
11.04,0.08122550095673468
11.08,0.08122594033289796
11.12,0.08121055086236734
11.16,0.08119974780628571
11.2,0.08118686198604082
11.24,0.08117171745257143
11.28,0.08116344953640815
11.32,0.08116109218995918
11.36,0.08114238961820408
11.4,0.08112587659167346
11.44,0.08111337203044898
11.48,0.08109682354171427
11.52,0.08109322759183672
11.56,0.08106351118334693
11.6,0.08107473188204081
11.64,0.0810492506075102
11.68,0.08103637675444897
11.72,0.08102624335191835
11.76,0.08101271958889796
11.8,0.0810020103672653
11.84,0.08098674541093877
11.88,0.08097447785444897
11.92,0.08095806190938774
11.96,0.08093584477379592
12.0,0.08092544829044898
12.04,0.08090035782106123
12.08,0.08090588736236734
12.12,0.08086457062171427
12.16,0.0808612563147755
12.2,0.08083783270008163
12.24,0.08082675218620408
12.28,0.0808097660402449
12.32,0.08079140219469387
12.36,0.08077055454612245
12.4,0.08075314024987754
12.44,0.08073345340342857
12.48,0.08072305749069388
12.52,0.08070127291248978
12.56,0.08068374249657143
12.6,0.08065574970824489
12.64,0.08066416804130612
12.68,0.08062625250204082
12.72,0.0806119069877551
12.76,0.08060137383999999
12.8,0.08058924838375509
12.84,0.08057659920914284
12.88,0.08055535231665306
12.92,0.08053436812881633
12.96,0.08053004990799999
13.0,0.0805162186075102
13.04,0.08049595316897959
13.08,0.08048539410146938
13.12,0.08046888049183673
13.16,0.08045601378008163
13.2,0.08044246324710204
13.24,0.08042592999795918
13.28,0.08042640044946937
13.32,0.0804108924830204
13.36,0.08040038185820407
13.4,0.0803869828590204
13.44,0.08037192955779592
13.48,0.08036335920963265
13.52,0.0803598037547755
13.56,0.08033967366685714
13.6,0.08032248766783673
13.64,0.08030875330644897
13.68,0.08029127483248978
13.72,0.08028536908938776
13.76,0.08025492377942857
13.8,0.0802655509380408
13.84,0.08023798618089796
13.88,0.08022352673412243
13.92,0.08021088903632653
13.96,0.08019510001151019
14.0,0.0801839349755102
14.04,0.08016685444244898
14.08,0.08015246321020408
14.12,0.08013391845224489
14.16,0.08011055632808163
14.2,0.08009890432906122
14.24,0.0800727811710204
14.28,0.08007663507689795
14.32,0.08003468175077551
14.36,0.08003140128171428
14.4,0.08000605220955101
14.44,0.0799949183472653
14.48,0.0799774110275102
14.52,0.07995873189363265
14.56,0.07993927470334693
14.6,0.07992144374946938
14.64,0.07990077721412245
14.68,0.07989014966587754
14.72,0.07986869440383673
14.76,0.07985158419387754
14.8,0.07982468569510204
14.84,0.0798347141502857
14.88,0.07979643542995918
14.92,0.07978431752383673
14.96,0.07977295615118367
15.0,0.07976240527632653
15.04,0.07975117966742856
15.08,0.07973075442889795
15.12,0.07971108401183673
15.16,0.07970695985281631
15.2,0.07969468881689795
15.24,0.07967406346457143
15.28,0.07966398974636733
15.32,0.07964794622285715
15.36,0.07963624798808164
15.4,0.07962158757657142
15.44,0.07960649197020407
15.48,0.07960655200130612
15.52,0.07959122572179592
15.56,0.07958144883289794
15.6,0.07956774535689795
15.64,0.07955278475118367
15.68,0.07954480291518366
15.72,0.07954097874440816
15.76,0.0795205100632653
15.8,0.0795043628230204
15.84,0.07949002606081632
15.88,0.07947284273714285
15.92,0.0794655075967347
15.96,0.07943573517485714
16.0,0.07944673641289796
16.04,0.07941861860718367
16.08,0.07940443081820409
16.12,0.07939114940367346
16.16,0.07937463377844897
16.2,0.07936461031763264
16.24,0.07934735904595919
16.28,0.07933281328138775
16.32,0.07931420396032653
16.36,0.07929201029812244
16.4,0.07928048838073469
16.44,0.07925521151306122
16.48,0.07925862833167346
16.52,0.07921756138057141
16.56,0.07921565792220407
16.6,0.07919016234832653
16.64,0.07918036206244897
16.68,0.07916278372416326
16.72,0.07914490841746938
16.76,0.07912758599885714
16.8,0.0791102978430204
16.84,0.07908994649461223
16.88,0.07908004238497959
16.92,0.07905981310432653
16.96,0.07904363515591836
17.0,0.07901834326881632
17.04,0.0790305784585306
17.08,0.07899285782497958
17.12,0.07898357151142857
17.16,0.07897176148685714
17.2,0.07896305856906122
17.24,0.07895324183289795
17.28,0.07893376508767345
17.32,0.07891592637404081
17.36,0.07891267055836734
17.4,0.07890204817918367
17.44,0.0788816035430204
17.48,0.07887280486489795
17.52,0.07885727246759183
17.56,0.0788476588662857
17.6,0.07883278037648979
17.64,0.07881972498734693
17.68,0.0788205057142857
17.72,0.0788058803555102
17.76,0.07879739000424489
17.8,0.07878420195273468
17.84,0.07877036438669388
17.88,0.07876407634457142
17.92,0.07876091157053061
17.96,0.07874080647959183
18.0,0.07872667833371427
18.04,0.07871251943518368
18.08,0.07869707351722449
18.12,0.07868899558685713
18.16,0.07866144409379591
18.2,0.07867380119118367
18.24,0.07864630545812244
18.28,0.07863358466555102
18.32,0.0786206964185306
18.36,0.07860506127346938
18.4,0.0785969437802449
18.44,0.07858081275281632
18.48,0.07856718643542857
18.52,0.07854948225836735
18.56,0.07852917010522449
18.6,0.0785183665512653
18.64,0.07849485454285714
18.68,0.07849895112506122
18.72,0.07845974990546938
18.76,0.07845988029208162
18.8,0.07843541079199999
18.84,0.07842725348612245
18.88,0.07841077428612243
18.92,0.07839431538938775
18.96,0.07837965447893877
19.0,0.07836358615240815
19.04,0.0783445370630204
19.08,0.07833599229869388
19.12,0.0783177729667755
19.16,0.0783033033910204
19.2,0.07828018480285713
19.24,0.07829498151134694
19.28,0.07825813207444897
19.32,0.07825207385706122
19.36,0.07824097524636735
19.4,0.07823422056710204
19.44,0.07822578418718368
19.48,0.07820801181485713
19.52,0.07819257972040816
19.56,0.07819036184906122
19.6,0.07818152499036735
19.64,0.07816209795910203
19.68,0.07815462252097959
19.72,0.07813991170661223
19.76,0.07813269236963265
19.8,0.07811789171902041
19.84,0.07810698093036735
19.88,0.07810832486734692
19.92,0.07809486468538775
19.96,0.07808762073991836
20.0,0.07807501538391837
20.04,0.0780628190025306
20.08,0.0780581721667755
20.12,0.07805584715869388
20.16,0.07803644172432653
20.2,0.07802435133036734
20.24,0.07801041904685714
20.28,0.07799670324693876
20.32,0.07798796214138776
20.36,0.07796260336506122
20.4,0.07797613962848979
20.44,0.07794938891771427
20.48,0.07793845861722448
20.52,0.07792590217044897
20.56,0.07791141446236734
20.6,0.07790462358702041
20.64,0.07788974797485713
20.68,0.07787721948040816
20.72,0.07786034260979592
20.76,0.07784145840130612
20.8,0.07783126241281632
20.84,0.07780983518277551
20.88,0.07781437721044898
20.92,0.0777766839910204
20.96,0.0777787734755102
21.0,0.07775512015093877
21.04,0.07774852876310204
21.08,0.07773297349665305
21.12,0.07771770212840816
21.16,0.07770570959183673
21.2,0.07769058590016327
21.24,0.07767284005208162
21.28,0.07766540618057143
21.32,0.0776485989997551
21.36,0.0776355655755102
21.4,0.07761433506073469
21.44,0.0776311697152653
21.48,0.07759525357338776
21.52,0.07759170943093877
21.56,0.07758122641151019
21.6,0.0775752893270204
21.64,0.0775679304107755
21.68,0.0775516565830204
21.72,0.07753788791665306
21.76,0.07753666287444898
21.8,0.07752896402946938
21.84,0.07751034205673468
21.88,0.07750351200146938
21.92,0.07748961123853061
21.96,0.07748430423795917
22.0,0.07746941622130613
22.04,0.07746012487199999
22.08,0.07746198378497958
22.12,0.07744945496571429
22.16,0.07744291587624488
22.2,0.07743090842408164
22.24,0.07741991721657142
22.28,0.07741655231281631
22.32,0.07741485680465306
22.36,0.07739626528187754
22.4,0.0773857490632653
22.44,0.07737197750987755
22.48,0.07735972767738775
22.52,0.07735021282040816
22.56,0.07732720652391836
22.6,0.07734142366522448
22.64,0.07731526135110203
22.68,0.07730577089191837
22.72,0.07729357718897958
22.76,0.07728013259363264
22.8,0.07727443688897959
22.84,0.07726070398155101
22.88,0.07724897983640816
22.92,0.07723300873044897
22.96,0.07721494102563264
23.0,0.07720531877493877
23.04,0.07718579914889796
23.08,0.07719041435240816
23.12,0.0771540828830204
23.16,0.07715779937934693
23.2,0.07713449534024489
23.24,0.07712934413248979
23.28,0.07711469716383673
23.32,0.07709966843934694
23.36,0.07708985890465306
23.4,0.07707590626979591
23.44,0.07705894006710204
23.48,0.07705196984065305
23.52,0.07703651841542856
23.56,0.07702454210620407
23.6,0.07700497872089795
23.64,0.07702336208938775
23.68,0.07698775474481631
23.72,0.07698634591077551
23.76,0.07697581962228571
23.8,0.07697049228318367
23.84,0.07696414836293877
23.88,0.07694875599934693
23.92,0.07693619247738775
23.96,0.07693602743085713
24.0,0.07692887047306123
24.04,0.07691078211804081
24.08,0.07690440056440816
24.12,0.07689108333142856
24.16,0.07688767085518368
24.2,0.07687279888734694
24.24,0.07686442727934693
24.28,0.07686669790195919
24.32,0.07685508802791836
24.36,0.07684866114285714
24.4,0.07683687621183673
24.44,0.07682702428718367
24.48,0.0768245609660408
24.52,0.07682331591959184
24.56,0.07680528471738775
24.6,0.07679620525379591
24.64,0.07678205754873468
24.68,0.07677139576497959
24.72,0.07676099985444897
24.76,0.0767399922672653
24.8,0.07675438199591836
