epoch,loss,mae,rmse,val_loss,val_mae,val_negative_pred_pct,val_phys_bias,val_phys_mae,val_phys_max_ae,val_phys_p95_ae,val_phys_p99_ae,val_phys_r2,val_phys_rmse,val_pred_max,val_pred_min,val_rmse,val_tail_ge_10_count,val_tail_ge_10_mae,val_tail_ge_10_r2,val_tail_ge_10_rmse,val_tail_ge_15_count,val_tail_ge_15_mae,val_tail_ge_15_r2,val_tail_ge_15_rmse,val_tail_ge_5_count,val_tail_ge_5_mae,val_tail_ge_5_r2,val_tail_ge_5_rmse
0,0.9175038933753967,0.3221494257450104,0.4644642770290375,0.4721272587776184,0.17855589091777802,9.378880010187514,0.009201778847861556,0.8488714610582266,18.46862292289734,2.7705929279327393,4.7941380500793915,0.8720141242797826,1.3663837695011336,14.861028671264648,-1.7612448930740356,0.2782602608203888,2180,2.1044829593373273,-1.7168847783128647,3.179422940760395,176,5.902082288129763,-16.595321571364686,7.1911906238815275,8098,1.4750729528876565,0.3279180942038509,2.1444646015858875
1,0.5416133999824524,0.2165711224079132,0.3109946548938751,0.4131287932395935,0.15213115513324738,7.023017414281621,-0.029754432657274787,0.7261411327251934,18.526408433914185,2.3654792308807373,4.461180377006532,0.8997104350314615,1.2095380809223901,14.851901054382324,-1.671670913696289,0.246625155210495,2180,1.9155224089296599,-1.2755477927966838,2.9097499799729545,176,5.3261028142137965,-13.698193169106416,6.572554142207632,8098,1.3004154152901044,0.45363387365825225,1.933524427703844
2,0.47381356358528137,0.18936404585838318,0.2787714898586273,0.3885939419269562,0.15685197710990906,33.49145203909458,-0.3430491933129012,0.8140911863578194,18.56885075569153,2.2526334524154663,3.97022135257721,0.9048107728376771,1.1783805698083714,14.958357810974121,-2.06019127368927,0.23225703835487366,2180,1.6774095046991875,-0.7858079967468268,2.5776863686092915,176,4.781408996744589,-10.92497865585214,5.920126710384743,8098,1.214908805935035,0.5415495904930125,1.7711443688452362
3,0.4344291090965271,0.1735691875219345,0.2594718039035797,0.3547308146953583,0.12831570208072662,6.048836394893509,0.08500446013607875,0.6310512774560988,18.383602380752563,2.131495475769043,3.682145237177623,0.9241409641564806,1.0519505662875293,16.098970413208008,-1.2078443765640259,0.21266774833202362,2180,1.5681290194016257,-0.6008682231622873,2.4405655982394516,176,4.032592128623616,-9.708571091791242,5.610065851534282,8098,1.1230966373891647,0.593245960166153,1.668298340058597
4,0.39830073714256287,0.1591717004776001,0.24016880989074707,0.3331971764564514,0.12525004148483276,9.881888510394447,-0.06374424164112681,0.6153564444405437,16.820637702941895,2.0241955518722534,3.5545866489410427,0.9332870162999811,0.9864994666347445,16.15211009979248,-1.4317995309829712,0.1986924111843109,2180,1.2965034375086837,-0.13865292553926967,2.0582985891786048,176,3.526530395896936,-6.761734304706101,4.776189868656343,8098,1.0519913603581745,0.662974813937935,1.51858448591072
5,0.376083105802536,0.1515626609325409,0.22835800051689148,0.3092140555381775,0.11149837076663971,9.38843080449524,0.02162524767003909,0.5467612963499573,17.08114242553711,1.8381826877593994,3.2690851688385028,0.9437874546580609,0.9055413739254311,16.847527503967285,-1.0530341863632202,0.1834687739610672,2180,1.3117423973020343,-0.10703241649276896,2.0295177889998355,176,3.206735208630562,-6.275966472707128,4.62431640331946,8098,0.9807293612843936,0.7009516423630876,1.4304691331978008
6,0.35400405526161194,0.14225369691848755,0.21604417264461517,0.30473825335502625,0.11197548359632492,6.621884053357103,0.004993735855064302,0.5468495305193942,15.225268363952637,1.8303648233413696,3.3650850325822868,0.9434842455341731,0.9079803236859112,17.360556721687317,-1.4746437072753906,0.18196959793567657,2180,1.1539474238632816,0.17915400836487239,1.7476060282010386,176,2.334100530906157,-3.3802607181945836,3.5879978775455323,8098,0.9611001896855146,0.7135952527679692,1.399902813262106
7,0.33897992968559265,0.13793106377124786,0.2082442045211792,0.29640069603919983,0.10753864794969559,7.156728534589793,0.06810122564387633,0.5295079133801504,12.883044242858887,1.7647294998168945,3.313183283805852,0.9472158778222401,0.8774923201206645,17.95131552219391,-1.1243281587958336,0.17779020965099335,2180,1.0931777278354409,0.31229239514209783,1.5996118276059068,176,1.9656354676593433,-2.0935795238821227,3.0153160489477373,8098,0.9298352110283526,0.7467289399892487,1.3164384672310596
8,0.3226277828216553,0.13167890906333923,0.19892804324626923,0.2799636721611023,0.11027039587497711,6.290789850689249,-0.049059698490214076,0.533046060745553,17.050966262817383,1.63738214969635,2.948117661476142,0.9529317154262895,0.828620851466152,17.787912368774414,-1.522695541381836,0.16776812076568604,2180,1.0096537238619196,0.35319428386448615,1.5513136643153929,176,1.8112471144307742,-2.4121976138489756,3.1667901427442855,8098,0.8662293140074298,0.7724077791875585,1.247919258455052
9,0.30978432297706604,0.1276204138994217,0.19177286326885223,0.26405155658721924,0.10035324096679688,8.844035528954825,-0.1878971498420126,0.5009834539632486,14.497334480285645,1.5693354606628418,2.852631545066834,0.9576649908522777,0.7858533365596735,17.907201766967773,-1.740044116973877,0.1565256267786026,2180,1.07689405082631,0.32281319230465066,1.5873289523670466,176,2.178238492120396,-2.377618786299318,3.150703335596477,8098,0.8495297116561071,0.784304633316529,1.2148654698619505
10,0.29921862483024597,0.12387321889400482,0.18663516640663147,0.25841426849365234,0.10085061937570572,10.451752570755469,0.04174340310076696,0.5025539237503376,13.133105278015137,1.6205680631101131,2.6721865415573136,0.9597564791577403,0.76619560622265,18.65817356109619,-1.3412375450134277,0.15402163565158844,2180,0.940888936038411,0.48112787310108407,1.3894498109539886,176,1.58993568203666,-1.1111528952522902,2.4909329675329093,8098,0.8395370301461919,0.8031043272381251,1.1607157191957727
11,0.28887492418289185,0.1196313127875328,0.1815870702266693,0.2502582371234894,0.09524176269769669,10.52179172901213,-0.06408868627205556,0.4822433227343251,13.341231346130371,1.5457863360643387,2.558558201789856,0.9618139993457674,0.7463521019905709,18.9389089345932,-1.0646114349365234,0.14970582723617554,2180,0.8977696483493398,0.5448744198170077,1.3013026553981022,176,1.3026041171767495,-0.6924716789941312,2.2302980365243497,8098,0.7961680929142769,0.8220281128126493,1.1035283200278783
12,0.27917277812957764,0.11713826656341553,0.17633424699306488,0.23806416988372803,0.08706173300743103,4.76584635955557,0.031339371112445655,0.43369449393052234,12.81983470916748,1.4300636053085327,2.460727572441103,0.9665992187278478,0.6980234053840861,17.85919761657715,-0.8215693235397339,0.14126858115196228,2180,0.8566074552407505,0.5486598723271494,1.29587964103444,176,1.703667016191916,-1.2227787287907428,2.5559379893552645,8098,0.7405258012104167,0.8329583482101207,1.0691045259940932
13,0.2716612219810486,0.11381511390209198,0.17297211289405823,0.23711498081684113,0.09397614747285843,2.3717805864187707,0.1633226487847911,0.4602831581247373,10.10858941078186,1.4268810749053955,2.4510049343109195,0.9662769211153952,0.7013830748516644,18.679272770881653,-0.7182817459106445,0.14319737255573273,2180,0.8575777671274242,0.5808814506803476,1.2487661972363284,176,1.2610228034583004,-0.31491858654049976,1.9658556683374544,8098,0.7725459589209229,0.8340900891249617,1.0654766711860033
14,0.26391273736953735,0.11230853199958801,0.1691984236240387,0.2236887514591217,0.0849400982260704,3.9540288433988096,-0.0010775059646574705,0.4170615646914735,13.164752960205078,1.370285987854004,2.3131102323532104,0.9699901531920493,0.6616427555505491,18.63400936126709,-1.131364606320858,0.13364379107952118,2180,0.8745459286376424,0.5396897232065943,1.3086937510912726,176,1.4732362966645847,-0.9648941554816259,2.4030996345977855,8098,0.7249062879843078,0.8453328901796395,1.028742697186782
15,0.25466102361679077,0.10858917981386185,0.16423280537128448,0.21953165531158447,0.08437898755073547,8.971379453057846,-0.11488719588677386,0.41385027752341835,10.28066349029541,1.3333094120025635,2.306780076026918,0.9709759931859014,0.6506843421186258,18.26780414581299,-1.136413834989071,0.1321752518415451,2180,0.867575975493827,0.585783000539112,1.241442623746976,176,1.410770053213293,-0.5858646779017755,2.158913589491652,8098,0.7181899768563977,0.847984636431129,1.019885744471347
16,0.24873550236225128,0.10688818991184235,0.16203074157238007,0.21655210852622986,0.09490737318992615,10.092005985164434,-0.18330284638675437,0.4550407574861372,10.66148567199707,1.286156177520752,2.217591238021851,0.9706529918660957,0.6542949806411982,18.494359016418457,-1.0061874389648438,0.1325240135192871,2180,0.8296221600896722,0.6065549891415654,1.209914591932445,176,1.2627289430661635,-0.36608050820237925,2.0037352772086225,8098,0.69083159166752,0.8603850023964045,0.9774033355233115
17,0.2419883906841278,0.10488594323396683,0.15890802443027496,0.21201235055923462,0.09197895228862762,8.949094266339817,-0.05595834013297277,0.4481352363581471,11.616061210632324,1.326544165611267,2.2037044763565072,0.9710941120468365,0.6493589487883629,19.734492421150208,-1.1360340118408203,0.1310572773218155,2180,0.789566304158727,0.6493051785092222,1.1422926166450285,176,1.1190490803935311,-0.1426654071273239,1.832574912498237,8098,0.7133906918779499,0.8612193762530906,0.9744783564871989
18,0.2363279014825821,0.10374876111745834,0.15643323957920074,0.20155645906925201,0.07931709289550781,7.592881474642642,-0.0354572555886043,0.3955873519128931,12.223873138427734,1.2224085927009583,2.132748687267304,0.9743843106812115,0.6112863471197307,19.28617036342621,-1.0611615180969238,0.12336358428001404,2180,0.7605782844638879,0.633536438138221,1.167691428952445,176,1.2908548171293328,-0.49870681388325666,2.0987491724183203,8098,0.6466883472181907,0.8710933576065342,0.9391726318991179
19,0.22840428352355957,0.1015118956565857,0.15195542573928833,0.19903886318206787,0.07846739143133163,11.088472191270574,-0.08145877136783398,0.3921827935832886,8.928407669067383,1.242840651422739,2.271221923828126,0.9736841935486041,0.6195837433871473,20.633105397224426,-0.988527774810791,0.12342018634080887,2180,0.7825629771541838,0.6309708052651506,1.1717718376768913,176,1.2498770721934058,-0.1800871646931128,1.8623411537572871,8098,0.6533141069631385,0.8657366225406734,0.9584877442388582
20,0.22280412912368774,0.09972790628671646,0.1493171900510788,0.19431467354297638,0.07912178337574005,6.513641717869537,0.11751337679322851,0.4380755677996695,10.445800065994263,1.2471983432769775,2.158173632621771,0.97231212520994,0.6355306255901815,20.953511357307434,-1.3766436576843262,0.12151597440242767,2180,0.8110719458362111,0.6482070211710403,1.1440796925643217,176,1.1808250817385586,0.10748803258917161,1.6196054184478073,8098,0.6535660611117046,0.8778274934344884,0.9143122158632876
21,0.21838700771331787,0.09797593206167221,0.14814846217632294,0.1835128217935562,0.07159769535064697,6.3767469994587875,-0.04020873871656754,0.36297384952770734,7.982410430908203,1.187052607536316,2.0006242513656627,0.9784053805959056,0.5612604621710762,19.121845245361328,-1.1042494773864746,0.11195763200521469,2180,0.7023094754768621,0.7327276295754486,0.9972171203380081,176,1.1953293166377328,0.08342635152515343,1.6412921053232192,8098,0.6077828719976378,0.8947808788868333,0.8485063857417583
22,0.21324175596237183,0.09718150645494461,0.14584168791770935,0.18011313676834106,0.07191488146781921,8.977746649262997,-0.033443664652823266,0.36304486323489166,9.763114929199219,1.1495318412780762,1.9390528202056925,0.9786636302259805,0.5578943165523079,19.47372305393219,-1.226181983947754,0.11143971979618073,2180,0.6743823127496139,0.7515756448503766,0.9614125318708341,176,1.0139762745662169,0.21378284633121925,1.5201045343702204,8098,0.5801888726914947,0.9019762397494766,0.8189803077192916
23,0.20811782777309418,0.0956185907125473,0.14387904107570648,0.18448777496814728,0.08444105088710785,9.312024450033428,-0.19082522925832712,0.40866339389727563,9.350866317749023,1.2233613729476929,2.015580463409425,0.975654802255519,0.5959342217719056,18.476503372192383,-1.6260371208190918,0.11983702331781387,2180,0.7946478517708975,0.6525459410914423,1.1370024170486666,176,1.5890093933452258,-0.739655181160094,2.261172965471175,8098,0.6487703188530646,0.8816359484269064,0.8999485704924493
24,0.20329958200454712,0.09428244084119797,0.1413538008928299,0.17603625357151031,0.07084182649850845,6.532743306484989,-0.04133439573367505,0.35776174128906824,13.726147651672363,1.1366806030273438,1.9185580372810411,0.9776776249331243,0.570639555804282,19.142210960388184,-0.9784293174743652,0.11436338722705841,2180,0.6880738512262565,0.6570785270045693,1.129561895398854,176,1.4434838904575868,-1.2384935201621547,2.5649571709045826,8098,0.5918769028684655,0.8867602771824828,0.8802523212827501
25,0.19890077412128448,0.09314993023872375,0.13979463279247284,0.1680617779493332,0.06646186113357544,6.74604437935755,-0.07472343088715382,0.34585102784496485,9.235605239868164,1.1128164529800415,1.9279438018798838,0.9795510288082269,0.5461694497365441,19.486773133277893,-1.048151969909668,0.10630926489830017,2180,0.6732669998301832,0.7314682898601379,0.9995637139638224,176,1.1221538213166324,0.09378354050259141,1.631992542753984,8098,0.580671647128845,0.8976577525121917,0.8368261735116561
26,0.1951804906129837,0.09211208671331406,0.13861094415187836,0.17248927056789398,0.08040943741798401,5.042819394479641,-0.06623466162938807,0.4008623566572736,10.521135330200195,1.0877618789672852,1.8773780345916762,0.9771853949457617,0.5768968265848803,20.296448230743408,-0.8938884735107422,0.11539442092180252,2180,0.7002994904687645,0.6955080162421159,1.064389606245422,176,1.2007609890265898,-0.35956758193926985,1.9989530657159003,8098,0.5712808817358168,0.8976582710518697,0.8368240535263383
27,0.19066810607910156,0.09100907295942307,0.13693253695964813,0.17538714408874512,0.07796289026737213,13.558944318869187,-0.1748782202485225,0.4155010770736532,9.658025741577148,1.2449796795845032,2.1944983243942278,0.9725964570038568,0.6322590152570785,19.809306502342224,-1.4192695617675781,0.12159271538257599,2180,0.6742602941434864,0.7271815370971042,1.0075104794328824,176,1.1699275117028842,-0.1752215440818634,1.8584978761599746,8098,0.6231507246370344,0.8826396335751203,0.8961248249975671
