loss,mae,rmse,val_loss,val_mae,val_rmse,val_phys_r2,val_phys_mae,val_phys_rmse,val_phys_bias,val_phys_p95_ae,val_phys_p99_ae,val_phys_max_ae,val_negative_pred_pct,val_pred_min,val_pred_max,val_tail_ge_5_count,val_tail_ge_5_mae,val_tail_ge_5_rmse,val_tail_ge_5_r2,val_tail_ge_10_count,val_tail_ge_10_mae,val_tail_ge_10_rmse,val_tail_ge_10_r2,val_tail_ge_15_count,val_tail_ge_15_mae,val_tail_ge_15_rmse,val_tail_ge_15_r2,lr
0.9175038933753967,0.3221494257450104,0.4644642770290375,0.4721272587776184,0.17855589091777802,0.2782602608203888,0.8720141242797826,0.8488714610582266,1.3663837695011336,0.009201778847861556,2.7705929279327393,4.7941380500793915,18.46862292289734,9.378880010187514,-1.7612448930740356,14.861028671264648,8098,1.4750729528876565,2.1444646015858875,0.3279180942038509,2180,2.1044829593373273,3.179422940760395,-1.7168847783128647,176,5.902082288129763,7.1911906238815275,-16.595321571364686,0.00015
0.5416133999824524,0.2165711224079132,0.3109946548938751,0.4131287932395935,0.15213115513324738,0.246625155210495,0.8997104350314615,0.7261411327251934,1.2095380809223901,-0.029754432657274787,2.3654792308807373,4.461180377006532,18.526408433914185,7.023017414281621,-1.671670913696289,14.851901054382324,8098,1.3004154152901044,1.933524427703844,0.45363387365825225,2180,1.9155224089296599,2.9097499799729545,-1.2755477927966838,176,5.3261028142137965,6.572554142207632,-13.698193169106416,0.00015
0.47381356358528137,0.18936404585838318,0.2787714898586273,0.3885939419269562,0.15685197710990906,0.23225703835487366,0.9048107728376771,0.8140911863578194,1.1783805698083714,-0.3430491933129012,2.2526334524154663,3.97022135257721,18.56885075569153,33.49145203909458,-2.06019127368927,14.958357810974121,8098,1.214908805935035,1.7711443688452362,0.5415495904930125,2180,1.6774095046991875,2.5776863686092915,-0.7858079967468268,176,4.781408996744589,5.920126710384743,-10.92497865585214,0.00015
0.4344291090965271,0.1735691875219345,0.2594718039035797,0.3547308146953583,0.12831570208072662,0.21266774833202362,0.9241409641564806,0.6310512774560988,1.0519505662875293,0.08500446013607875,2.131495475769043,3.682145237177623,18.383602380752563,6.048836394893509,-1.2078443765640259,16.098970413208008,8098,1.1230966373891647,1.668298340058597,0.593245960166153,2180,1.5681290194016257,2.4405655982394516,-0.6008682231622873,176,4.032592128623616,5.610065851534282,-9.708571091791242,0.00015
0.39830073714256287,0.1591717004776001,0.24016880989074707,0.3331971764564514,0.12525004148483276,0.1986924111843109,0.9332870162999811,0.6153564444405437,0.9864994666347445,-0.06374424164112681,2.0241955518722534,3.5545866489410427,16.820637702941895,9.881888510394447,-1.4317995309829712,16.15211009979248,8098,1.0519913603581745,1.51858448591072,0.662974813937935,2180,1.2965034375086837,2.0582985891786048,-0.13865292553926967,176,3.526530395896936,4.776189868656343,-6.761734304706101,0.00015
0.376083105802536,0.1515626609325409,0.22835800051689148,0.3092140555381775,0.11149837076663971,0.1834687739610672,0.9437874546580609,0.5467612963499573,0.9055413739254311,0.02162524767003909,1.8381826877593994,3.2690851688385028,17.08114242553711,9.38843080449524,-1.0530341863632202,16.847527503967285,8098,0.9807293612843936,1.4304691331978008,0.7009516423630876,2180,1.3117423973020343,2.0295177889998355,-0.10703241649276896,176,3.206735208630562,4.62431640331946,-6.275966472707128,0.00015
0.35400405526161194,0.14225369691848755,0.21604417264461517,0.30473825335502625,0.11197548359632492,0.18196959793567657,0.9434842455341731,0.5468495305193942,0.9079803236859112,0.004993735855064302,1.8303648233413696,3.3650850325822868,15.225268363952637,6.621884053357103,-1.4746437072753906,17.360556721687317,8098,0.9611001896855146,1.399902813262106,0.7135952527679692,2180,1.1539474238632816,1.7476060282010386,0.17915400836487239,176,2.334100530906157,3.5879978775455323,-3.3802607181945836,0.00015
0.33897992968559265,0.13793106377124786,0.2082442045211792,0.29640069603919983,0.10753864794969559,0.17779020965099335,0.9472158778222401,0.5295079133801504,0.8774923201206645,0.06810122564387633,1.7647294998168945,3.313183283805852,12.883044242858887,7.156728534589793,-1.1243281587958336,17.95131552219391,8098,0.9298352110283526,1.3164384672310596,0.7467289399892487,2180,1.0931777278354409,1.5996118276059068,0.31229239514209783,176,1.9656354676593433,3.0153160489477373,-2.0935795238821227,0.00015
0.3226277828216553,0.13167890906333923,0.19892804324626923,0.2799636721611023,0.11027039587497711,0.16776812076568604,0.9529317154262895,0.533046060745553,0.828620851466152,-0.049059698490214076,1.63738214969635,2.948117661476142,17.050966262817383,6.290789850689249,-1.522695541381836,17.787912368774414,8098,0.8662293140074298,1.247919258455052,0.7724077791875585,2180,1.0096537238619196,1.5513136643153929,0.35319428386448615,176,1.8112471144307742,3.1667901427442855,-2.4121976138489756,0.00015
0.30978432297706604,0.1276204138994217,0.19177286326885223,0.26405155658721924,0.10035324096679688,0.1565256267786026,0.9576649908522777,0.5009834539632486,0.7858533365596735,-0.1878971498420126,1.5693354606628418,2.852631545066834,14.497334480285645,8.844035528954825,-1.740044116973877,17.907201766967773,8098,0.8495297116561071,1.2148654698619505,0.784304633316529,2180,1.07689405082631,1.5873289523670466,0.32281319230465066,176,2.178238492120396,3.150703335596477,-2.377618786299318,0.00015
